QQQ (INVESCO QQQ TRUST, SERIES 1),178.99,-0.04,
Jul 22 2018 @ 02:52 ET,Bid,178.98,Ask,178.99,Size,5x34,Vol,35907619,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2018 Aug 03 160.00 (QQQ1803H160-K),0.0,0.0,16.62,21.50,0,170,2018 Aug 03 160.00 (QQQ1803T160-K),0.0,0.0,0.0,5.00,0,7058,
2018 Aug 03 160.00 (QQQ1803H160-O),14.00,0.0,18.71,19.32,0,170,2018 Aug 03 160.00 (QQQ1803T160-O),0.08,0.0,0.05,0.09,0,7058,
2018 Aug 03 160.00 (QQQ1803H160-OG),0.0,0.0,16.94,21.20,0,170,2018 Aug 03 160.00 (QQQ1803T160-OG),0.08,0.0,0.06,0.09,0,7058,
2018 Aug 03 160.00 (QQQ1803H160-P),17.30,0.0,17.19,20.95,0,170,2018 Aug 03 160.00 (QQQ1803T160-P),0.31,0.0,0.06,0.09,0,7058,
2018 Aug 03 160.00 (QQQ1803H160-S),19.34,0.0,17.20,20.96,0,170,2018 Aug 03 160.00 (QQQ1803T160-S),0.31,0.0,0.04,0.09,0,7058,
2018 Aug 03 160.00 (QQQ1803H160-X),12.58,0.0,18.83,19.22,0,170,2018 Aug 03 160.00 (QQQ1803T160-X),0.08,0.0,0.04,0.09,0,7058,
2018 Aug 03 160.00 (QQQ1803H160-Y),0.0,0.0,18.68,19.38,0,170,2018 Aug 03 160.00 (QQQ1803T160-Y),0.10,0.0,0.06,0.09,0,7058,
2018 Aug 03 161.00 (QQQ1803H161),16.34,0.0,17.88,18.23,0,9,2018 Aug 03 161.00 (QQQ1803T161),0.10,0.0,0.07,0.09,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-3),13.05,0.0,17.70,18.45,0,9,2018 Aug 03 161.00 (QQQ1803T161-3),1.86,0.0,0.07,0.09,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-4),0.0,0.0,17.71,18.34,0,9,2018 Aug 03 161.00 (QQQ1803T161-4),0.94,0.0,0.01,0.15,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-8),0.0,0.0,16.21,19.97,0,9,2018 Aug 03 161.00 (QQQ1803T161-8),0.10,0.0,0.07,0.09,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-A),16.34,0.0,16.20,19.96,0,9,2018 Aug 03 161.00 (QQQ1803T161-A),0.0,0.0,0.0,1.96,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-B),0.0,0.0,15.96,20.21,0,9,2018 Aug 03 161.00 (QQQ1803T161-B),1.63,0.0,0.0,2.21,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-E),0.0,0.0,17.69,18.39,0,9,2018 Aug 03 161.00 (QQQ1803T161-E),0.55,0.0,0.07,0.11,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-I),14.86,0.0,17.88,18.34,0,9,2018 Aug 03 161.00 (QQQ1803T161-I),0.17,0.0,0.07,0.09,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-J),0.0,0.0,17.70,18.45,0,9,2018 Aug 03 161.00 (QQQ1803T161-J),0.0,0.0,0.01,0.29,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-K),0.0,0.0,15.63,20.50,0,9,2018 Aug 03 161.00 (QQQ1803T161-K),0.0,0.0,0.0,5.00,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-O),12.96,0.0,17.72,18.34,0,9,2018 Aug 03 161.00 (QQQ1803T161-O),0.12,0.0,0.06,0.10,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-OG),0.0,0.0,15.95,20.21,0,9,2018 Aug 03 161.00 (QQQ1803T161-OG),1.02,0.0,0.07,0.09,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-P),0.0,0.0,17.72,18.34,0,9,2018 Aug 03 161.00 (QQQ1803T161-P),0.68,0.0,0.07,0.09,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-S),0.0,0.0,16.21,19.97,0,9,2018 Aug 03 161.00 (QQQ1803T161-S),1.26,0.0,0.05,0.11,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-X),16.16,0.0,17.84,18.23,0,9,2018 Aug 03 161.00 (QQQ1803T161-X),0.15,0.0,0.05,0.11,0,1108,
2018 Aug 03 161.00 (QQQ1803H161-Y),0.0,0.0,17.69,18.39,0,9,2018 Aug 03 161.00 (QQQ1803T161-Y),0.18,0.0,0.07,0.11,0,1108,
2018 Aug 03 162.00 (QQQ1803H162),18.07,0.0,16.89,17.24,0,16,2018 Aug 03 162.00 (QQQ1803T162),0.09,-0.03,0.08,0.11,1,1735,
2018 Aug 03 162.00 (QQQ1803H162-3),0.0,0.0,16.72,17.44,0,16,2018 Aug 03 162.00 (QQQ1803T162-3),0.17,0.0,0.08,0.11,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-4),0.0,0.0,16.72,17.44,0,16,2018 Aug 03 162.00 (QQQ1803T162-4),0.17,0.0,0.02,0.11,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-8),18.07,0.0,15.23,18.98,0,16,2018 Aug 03 162.00 (QQQ1803T162-8),0.09,-0.03,0.08,0.11,1,1735,
2018 Aug 03 162.00 (QQQ1803H162-A),0.0,0.0,15.22,18.97,0,16,2018 Aug 03 162.00 (QQQ1803T162-A),1.55,0.0,0.0,1.97,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-B),0.0,0.0,14.97,19.23,0,16,2018 Aug 03 162.00 (QQQ1803T162-B),0.15,0.0,0.0,2.22,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-E),16.86,0.0,16.70,17.40,0,16,2018 Aug 03 162.00 (QQQ1803T162-E),0.11,0.0,0.08,0.12,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-I),0.0,0.0,16.89,17.35,0,16,2018 Aug 03 162.00 (QQQ1803T162-I),0.21,0.0,0.08,0.11,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-J),0.0,0.0,16.72,17.46,0,16,2018 Aug 03 162.00 (QQQ1803T162-J),0.0,0.0,0.02,0.30,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-K),0.0,0.0,14.64,19.50,0,16,2018 Aug 03 162.00 (QQQ1803T162-K),0.0,0.0,0.0,5.00,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-O),0.0,0.0,16.73,17.35,0,16,2018 Aug 03 162.00 (QQQ1803T162-O),1.24,0.0,0.07,0.11,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-OG),0.0,0.0,14.97,19.22,0,16,2018 Aug 03 162.00 (QQQ1803T162-OG),0.15,0.0,0.08,0.11,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-P),0.0,0.0,15.21,18.96,0,16,2018 Aug 03 162.00 (QQQ1803T162-P),0.10,0.0,0.08,0.11,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-S),0.0,0.0,15.23,18.98,0,16,2018 Aug 03 162.00 (QQQ1803T162-S),1.00,0.0,0.06,0.11,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-X),15.36,0.0,16.86,17.24,0,16,2018 Aug 03 162.00 (QQQ1803T162-X),0.11,0.0,0.06,0.11,0,1735,
2018 Aug 03 162.00 (QQQ1803H162-Y),0.0,0.0,16.70,17.40,0,16,2018 Aug 03 162.00 (QQQ1803T162-Y),0.11,0.0,0.08,0.11,0,1735,
2018 Aug 03 162.50 (QQQ1803H162.5),17.08,+4.78,16.40,16.75,1,10,2018 Aug 03 162.50 (QQQ1803T162.5),0.09,-0.02,0.08,0.11,10,424,
2018 Aug 03 162.50 (QQQ1803H162.5-3),17.08,0.0,16.07,16.98,1,10,2018 Aug 03 162.50 (QQQ1803T162.5-3),0.09,-0.17,0.08,0.11,10,424,
2018 Aug 03 162.50 (QQQ1803H162.5-4),0.0,0.0,16.23,16.94,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-4),0.29,0.0,0.08,0.18,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-8),12.30,0.0,14.73,18.49,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-8),0.17,0.0,0.08,0.11,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-A),0.0,0.0,14.72,18.48,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-A),0.19,0.0,0.01,1.98,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-B),0.0,0.0,14.48,18.73,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-B),0.0,0.0,0.0,2.23,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-E),0.0,0.0,16.21,16.91,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-E),0.18,0.0,0.08,0.13,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-I),0.0,0.0,16.40,16.85,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-I),0.23,0.0,0.08,0.11,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-J),0.0,0.0,16.07,16.98,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-J),0.0,0.0,0.03,0.31,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-K),0.0,0.0,14.15,19.00,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-K),0.0,0.0,0.0,5.00,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-O),0.0,0.0,16.24,16.85,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-O),0.40,0.0,0.03,0.17,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-OG),0.0,0.0,14.47,18.73,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-OG),2.11,0.0,0.08,0.11,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-P),0.0,0.0,14.72,18.48,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-P),2.11,0.0,0.08,0.11,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-S),0.0,0.0,14.82,18.49,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-S),0.0,0.0,0.06,0.13,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-X),0.0,0.0,16.37,16.75,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-X),0.22,0.0,0.07,0.13,0,424,
2018 Aug 03 162.50 (QQQ1803H162.5-Y),0.0,0.0,16.21,16.91,0,10,2018 Aug 03 162.50 (QQQ1803T162.5-Y),0.11,0.0,0.08,0.12,0,424,
2018 Aug 03 163.00 (QQQ1803H163),16.42,0.0,15.91,16.25,0,1,2018 Aug 03 163.00 (QQQ1803T163),0.11,0.0,0.09,0.12,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-3),16.42,0.0,15.73,16.50,0,1,2018 Aug 03 163.00 (QQQ1803T163-3),0.23,0.0,0.09,0.12,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-4),0.0,0.0,15.74,16.38,0,1,2018 Aug 03 163.00 (QQQ1803T163-4),1.23,0.0,0.03,0.19,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-8),0.0,0.0,14.24,18.00,0,1,2018 Aug 03 163.00 (QQQ1803T163-8),0.24,0.0,0.09,0.12,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-A),0.0,0.0,14.23,17.98,0,1,2018 Aug 03 163.00 (QQQ1803T163-A),1.33,0.0,0.0,1.98,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-B),0.0,0.0,13.98,18.24,0,1,2018 Aug 03 163.00 (QQQ1803T163-B),0.42,0.0,0.0,2.23,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-E),0.0,0.0,15.71,16.41,0,1,2018 Aug 03 163.00 (QQQ1803T163-E),0.20,0.0,0.09,0.14,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-I),0.0,0.0,15.91,16.36,0,1,2018 Aug 03 163.00 (QQQ1803T163-I),0.19,0.0,0.09,0.12,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-J),0.0,0.0,15.73,16.50,0,1,2018 Aug 03 163.00 (QQQ1803T163-J),0.0,0.0,0.03,0.32,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-K),0.0,0.0,13.65,18.50,0,1,2018 Aug 03 163.00 (QQQ1803T163-K),0.0,0.0,0.0,5.00,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-O),0.0,0.0,15.74,16.36,0,1,2018 Aug 03 163.00 (QQQ1803T163-O),0.20,0.0,0.08,0.12,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-OG),0.0,0.0,13.98,18.23,0,1,2018 Aug 03 163.00 (QQQ1803T163-OG),0.23,0.0,0.09,0.12,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-P),0.0,0.0,15.74,16.36,0,1,2018 Aug 03 163.00 (QQQ1803T163-P),1.69,0.0,0.09,0.12,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-S),0.0,0.0,14.24,18.00,0,1,2018 Aug 03 163.00 (QQQ1803T163-S),0.0,0.0,0.07,0.12,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-X),0.0,0.0,15.87,16.25,0,1,2018 Aug 03 163.00 (QQQ1803T163-X),0.11,0.0,0.08,0.13,0,13023,
2018 Aug 03 163.00 (QQQ1803H163-Y),0.0,0.0,15.71,16.41,0,1,2018 Aug 03 163.00 (QQQ1803T163-Y),0.13,0.0,0.09,0.13,0,13023,
2018 Aug 03 164.00 (QQQ1803H164),13.49,0.0,14.93,15.27,0,0,2018 Aug 03 164.00 (QQQ1803T164),0.13,-0.01,0.10,0.14,610,30388,
2018 Aug 03 164.00 (QQQ1803H164-3),0.0,0.0,14.76,15.49,0,0,2018 Aug 03 164.00 (QQQ1803T164-3),0.47,0.0,0.10,0.14,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-4),0.0,0.0,14.76,15.46,0,0,2018 Aug 03 164.00 (QQQ1803T164-4),0.14,0.0,0.10,0.14,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-8),0.0,0.0,13.26,17.01,0,0,2018 Aug 03 164.00 (QQQ1803T164-8),0.13,-0.01,0.10,0.14,21,30388,
2018 Aug 03 164.00 (QQQ1803H164-A),0.0,0.0,13.25,17.01,0,0,2018 Aug 03 164.00 (QQQ1803T164-A),0.13,0.0,0.0,2.00,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-B),0.0,0.0,13.00,17.26,0,0,2018 Aug 03 164.00 (QQQ1803T164-B),2.02,0.0,0.0,2.25,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-E),10.93,0.0,14.73,15.43,0,0,2018 Aug 03 164.00 (QQQ1803T164-E),0.12,-0.01,0.10,0.15,5,30388,
2018 Aug 03 164.00 (QQQ1803H164-I),0.0,0.0,14.93,15.37,0,0,2018 Aug 03 164.00 (QQQ1803T164-I),0.13,-0.01,0.10,0.14,92,30388,
2018 Aug 03 164.00 (QQQ1803H164-J),0.0,0.0,14.76,15.49,0,0,2018 Aug 03 164.00 (QQQ1803T164-J),0.0,0.0,0.05,0.33,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-K),0.0,0.0,12.67,17.50,0,0,2018 Aug 03 164.00 (QQQ1803T164-K),0.0,0.0,0.0,5.00,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-O),13.49,0.0,14.76,15.37,0,0,2018 Aug 03 164.00 (QQQ1803T164-O),0.20,0.0,0.10,0.14,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-OG),0.0,0.0,13.00,17.25,0,0,2018 Aug 03 164.00 (QQQ1803T164-OG),0.13,-0.12,0.10,0.14,400,30388,
2018 Aug 03 164.00 (QQQ1803H164-P),0.0,0.0,14.76,15.37,0,0,2018 Aug 03 164.00 (QQQ1803T164-P),0.13,-0.46,0.10,0.14,92,30388,
2018 Aug 03 164.00 (QQQ1803H164-S),0.0,0.0,13.26,17.01,0,0,2018 Aug 03 164.00 (QQQ1803T164-S),0.13,0.0,0.10,0.14,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-X),0.0,0.0,14.89,15.27,0,0,2018 Aug 03 164.00 (QQQ1803T164-X),0.14,0.0,0.10,0.14,0,30388,
2018 Aug 03 164.00 (QQQ1803H164-Y),0.0,0.0,14.73,15.43,0,0,2018 Aug 03 164.00 (QQQ1803T164-Y),0.14,0.0,0.10,0.14,0,30388,
2018 Aug 03 164.50 (QQQ1803H164.5),0.0,0.0,14.44,14.78,0,0,2018 Aug 03 164.50 (QQQ1803T164.5),0.13,-0.03,0.11,0.14,6,113,
2018 Aug 03 164.50 (QQQ1803H164.5-3),0.0,0.0,14.26,15.00,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-3),0.24,0.0,0.11,0.14,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-4),0.0,0.0,14.26,14.97,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-4),0.30,0.0,0.06,0.22,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-8),0.0,0.0,12.77,16.52,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-8),0.29,0.0,0.11,0.14,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-A),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-A),0.0,0.0,0.0,2.01,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-B),0.0,0.0,12.51,16.77,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-B),0.0,0.0,0.0,2.26,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-E),0.0,0.0,14.23,14.94,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-E),0.13,-0.07,0.11,0.16,6,113,
2018 Aug 03 164.50 (QQQ1803H164.5-I),0.0,0.0,14.44,14.88,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-I),0.52,0.0,0.11,0.14,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-J),0.0,0.0,14.26,15.00,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-J),0.0,0.0,0.06,0.34,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-K),0.0,0.0,12.18,17.00,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-K),0.0,0.0,0.0,5.00,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-O),0.0,0.0,14.26,14.88,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-O),1.27,0.0,0.11,0.15,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-OG),0.0,0.0,12.51,16.76,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-OG),1.75,0.0,0.11,0.14,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-P),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-P),1.76,0.0,0.11,0.14,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-S),0.0,0.0,12.85,16.52,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-S),0.0,0.0,0.09,0.17,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-X),0.0,0.0,14.40,14.78,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-X),0.55,0.0,0.10,0.16,0,113,
2018 Aug 03 164.50 (QQQ1803H164.5-Y),0.0,0.0,14.23,14.94,0,0,2018 Aug 03 164.50 (QQQ1803T164.5-Y),0.16,0.0,0.11,0.15,0,113,
2018 Aug 03 165.00 (QQQ1803H165),15.14,+0.72,13.95,14.29,5,68,2018 Aug 03 165.00 (QQQ1803T165),0.14,-0.01,0.12,0.15,72,14523,
2018 Aug 03 165.00 (QQQ1803H165-3),0.0,0.0,13.77,14.49,0,68,2018 Aug 03 165.00 (QQQ1803T165-3),0.13,-0.02,0.12,0.15,21,14523,
2018 Aug 03 165.00 (QQQ1803H165-4),14.38,0.0,13.94,14.39,0,68,2018 Aug 03 165.00 (QQQ1803T165-4),0.15,0.0,0.08,0.24,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-8),15.14,+0.72,12.28,16.03,5,68,2018 Aug 03 165.00 (QQQ1803T165-8),0.13,-0.01,0.12,0.15,10,14523,
2018 Aug 03 165.00 (QQQ1803H165-A),8.05,0.0,12.27,16.03,0,68,2018 Aug 03 165.00 (QQQ1803T165-A),0.15,0.0,0.0,2.02,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-B),0.0,0.0,12.02,16.28,0,68,2018 Aug 03 165.00 (QQQ1803T165-B),0.51,0.0,0.0,2.27,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-E),14.41,0.0,13.74,14.45,0,68,2018 Aug 03 165.00 (QQQ1803T165-E),0.14,-0.03,0.12,0.17,33,14523,
2018 Aug 03 165.00 (QQQ1803H165-I),14.80,0.0,13.95,14.39,0,68,2018 Aug 03 165.00 (QQQ1803T165-I),0.28,0.0,0.12,0.15,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-J),0.0,0.0,13.77,14.49,0,68,2018 Aug 03 165.00 (QQQ1803T165-J),0.0,0.0,0.08,0.35,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-K),0.0,0.0,11.69,16.50,0,68,2018 Aug 03 165.00 (QQQ1803T165-K),0.0,0.0,0.0,5.00,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-O),8.65,0.0,13.95,14.39,0,68,2018 Aug 03 165.00 (QQQ1803T165-O),0.13,-0.18,0.12,0.16,1,14523,
2018 Aug 03 165.00 (QQQ1803H165-OG),13.94,0.0,12.02,16.27,0,68,2018 Aug 03 165.00 (QQQ1803T165-OG),0.0,0.0,0.12,0.15,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-P),0.0,0.0,13.95,14.39,0,68,2018 Aug 03 165.00 (QQQ1803T165-P),0.16,0.0,0.12,0.15,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-S),14.00,0.0,12.28,16.03,0,68,2018 Aug 03 165.00 (QQQ1803T165-S),0.70,0.0,0.10,0.18,0,14523,
2018 Aug 03 165.00 (QQQ1803H165-X),15.08,0.0,13.94,14.29,0,68,2018 Aug 03 165.00 (QQQ1803T165-X),0.14,-0.14,0.11,0.17,7,14523,
2018 Aug 03 165.00 (QQQ1803H165-Y),0.0,0.0,13.74,14.45,0,68,2018 Aug 03 165.00 (QQQ1803T165-Y),0.17,0.0,0.12,0.16,0,14523,
2018 Aug 03 165.50 (QQQ1803H165.5),8.07,0.0,13.46,13.80,0,20,2018 Aug 03 165.50 (QQQ1803T165.5),0.16,-0.01,0.13,0.16,677,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-3),0.0,0.0,13.28,14.02,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-3),0.16,-0.25,0.13,0.16,42,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-4),0.0,0.0,13.28,13.99,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-4),2.20,0.0,0.09,0.25,0,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-8),0.0,0.0,11.79,15.54,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-8),0.16,-0.07,0.13,0.16,20,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-A),0.0,0.0,0.0,0.0,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-A),0.65,0.0,0.0,2.03,0,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-B),0.0,0.0,11.53,15.79,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-B),0.0,0.0,0.0,2.28,0,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-E),8.07,0.0,13.25,13.95,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-E),0.23,0.0,0.12,0.18,0,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-I),0.0,0.0,13.46,13.90,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-I),0.16,-0.01,0.13,0.16,121,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-J),0.0,0.0,13.28,14.02,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-J),0.0,0.0,0.09,0.36,0,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-K),0.0,0.0,11.20,16.00,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-K),0.0,0.0,0.0,5.00,0,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-O),0.0,0.0,13.28,13.90,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-O),0.14,-0.09,0.13,0.17,2,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-OG),0.0,0.0,11.53,15.78,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-OG),0.16,-0.07,0.13,0.16,400,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-P),0.0,0.0,0.0,0.0,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-P),0.16,-0.07,0.13,0.16,92,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-S),7.95,0.0,11.79,15.55,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-S),0.23,0.0,0.11,0.19,0,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-X),0.0,0.0,13.43,13.80,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-X),0.19,0.0,0.12,0.18,0,3337,
2018 Aug 03 165.50 (QQQ1803H165.5-Y),0.0,0.0,13.25,13.95,0,20,2018 Aug 03 165.50 (QQQ1803T165.5-Y),0.17,0.0,0.12,0.17,0,3337,
2018 Aug 03 166.00 (QQQ1803H166),14.35,0.0,12.98,13.31,0,8,2018 Aug 03 166.00 (QQQ1803T166),0.15,-0.04,0.14,0.18,101,1633,
2018 Aug 03 166.00 (QQQ1803H166-3),0.0,0.0,12.79,13.53,0,8,2018 Aug 03 166.00 (QQQ1803T166-3),0.20,0.0,0.14,0.18,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-4),0.0,0.0,12.79,13.50,0,8,2018 Aug 03 166.00 (QQQ1803T166-4),0.20,0.0,0.10,0.27,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-8),10.44,0.0,11.30,15.06,0,8,2018 Aug 03 166.00 (QQQ1803T166-8),0.17,-0.02,0.14,0.18,1,1633,
2018 Aug 03 166.00 (QQQ1803H166-A),0.0,0.0,11.30,15.05,0,8,2018 Aug 03 166.00 (QQQ1803T166-A),0.20,0.0,0.0,2.04,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-B),0.0,0.0,11.05,15.30,0,8,2018 Aug 03 166.00 (QQQ1803T166-B),2.15,0.0,0.0,2.29,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-E),0.0,0.0,12.76,13.47,0,8,2018 Aug 03 166.00 (QQQ1803T166-E),0.19,0.0,0.13,0.19,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-I),0.0,0.0,12.98,13.41,0,8,2018 Aug 03 166.00 (QQQ1803T166-I),0.15,-0.03,0.14,0.18,50,1633,
2018 Aug 03 166.00 (QQQ1803H166-J),0.0,0.0,12.79,13.53,0,8,2018 Aug 03 166.00 (QQQ1803T166-J),0.0,0.0,0.10,0.37,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-K),0.0,0.0,10.71,15.50,0,8,2018 Aug 03 166.00 (QQQ1803T166-K),0.0,0.0,0.0,5.00,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-O),14.35,0.0,12.79,13.41,0,8,2018 Aug 03 166.00 (QQQ1803T166-O),0.20,0.0,0.14,0.18,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-OG),7.57,0.0,11.04,15.30,0,8,2018 Aug 03 166.00 (QQQ1803T166-OG),0.20,0.0,0.14,0.18,0,1633,
2018 Aug 03 166.00 (QQQ1803H166-P),0.0,0.0,12.79,13.41,0,8,2018 Aug 03 166.00 (QQQ1803T166-P),0.20,0.0,0.14,0.18,0,1633,
