QQQ (INVESCO QQQ TRUST, SERIES 1),178.99,-0.04,
Jul 22 2018 @ 02:52 ET,Bid,178.98,Ask,178.99,Size,5x34,Vol,35907619,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2018 Sep 21 230.00 (QQQ1821I230-S),0.0,0.0,0.0,0.02,0,300,2018 Sep 21 230.00 (QQQ1821U230-S),0.0,0.0,49.21,52.97,0,3,
2018 Sep 21 230.00 (QQQ1821I230-X),0.0,0.0,0.0,0.04,0,300,2018 Sep 21 230.00 (QQQ1821U230-X),0.0,0.0,50.92,51.45,0,3,
2018 Sep 21 230.00 (QQQ1821I230-Y),0.0,0.0,0.0,0.02,0,300,2018 Sep 21 230.00 (QQQ1821U230-Y),0.0,0.0,50.88,51.41,0,3,
2018 Sep 21 235.00 (QQQ1821I235),0.06,0.0,0.0,0.02,0,300,2018 Sep 21 235.00 (QQQ1821U235),60.56,0.0,55.92,56.45,0,1,
2018 Sep 21 235.00 (QQQ1821I235-3),0.0,0.0,0.0,0.21,0,300,2018 Sep 21 235.00 (QQQ1821U235-3),0.0,0.0,55.72,56.65,0,1,
2018 Sep 21 235.00 (QQQ1821I235-4),0.0,0.0,0.0,0.08,0,300,2018 Sep 21 235.00 (QQQ1821U235-4),0.0,0.0,55.92,56.45,0,1,
2018 Sep 21 235.00 (QQQ1821I235-8),0.0,0.0,0.0,0.03,0,300,2018 Sep 21 235.00 (QQQ1821U235-8),0.0,0.0,54.21,57.97,0,1,
2018 Sep 21 235.00 (QQQ1821I235-A),0.0,0.0,0.0,1.88,0,300,2018 Sep 21 235.00 (QQQ1821U235-A),0.0,0.0,0.0,0.0,0,1,
2018 Sep 21 235.00 (QQQ1821I235-B),0.0,0.0,0.0,2.13,0,300,2018 Sep 21 235.00 (QQQ1821U235-B),0.0,0.0,53.65,58.50,0,1,
2018 Sep 21 235.00 (QQQ1821I235-E),0.0,0.0,0.0,0.02,0,300,2018 Sep 21 235.00 (QQQ1821U235-E),0.0,0.0,54.22,57.98,0,1,
2018 Sep 21 235.00 (QQQ1821I235-I),0.0,0.0,0.0,0.02,0,300,2018 Sep 21 235.00 (QQQ1821U235-I),0.0,0.0,55.92,56.45,0,1,
2018 Sep 21 235.00 (QQQ1821I235-J),0.0,0.0,0.0,0.21,0,300,2018 Sep 21 235.00 (QQQ1821U235-J),0.0,0.0,55.72,56.65,0,1,
2018 Sep 21 235.00 (QQQ1821I235-K),0.0,0.0,0.0,5.00,0,300,2018 Sep 21 235.00 (QQQ1821U235-K),0.0,0.0,53.65,58.50,0,1,
2018 Sep 21 235.00 (QQQ1821I235-O),0.0,0.0,0.0,0.03,0,300,2018 Sep 21 235.00 (QQQ1821U235-O),0.0,0.0,55.92,56.45,0,1,
2018 Sep 21 235.00 (QQQ1821I235-OG),0.0,0.0,0.0,0.03,0,300,2018 Sep 21 235.00 (QQQ1821U235-OG),0.0,0.0,53.61,58.23,0,1,
2018 Sep 21 235.00 (QQQ1821I235-P),0.0,0.0,0.0,1.88,0,300,2018 Sep 21 235.00 (QQQ1821U235-P),60.56,0.0,0.0,0.0,0,1,
2018 Sep 21 235.00 (QQQ1821I235-S),0.06,0.0,0.0,0.02,0,300,2018 Sep 21 235.00 (QQQ1821U235-S),0.0,0.0,54.21,57.97,0,1,
2018 Sep 21 235.00 (QQQ1821I235-X),0.0,0.0,0.0,0.03,0,300,2018 Sep 21 235.00 (QQQ1821U235-X),66.37,0.0,55.92,56.45,0,1,
2018 Sep 21 235.00 (QQQ1821I235-Y),0.0,0.0,0.0,0.02,0,300,2018 Sep 21 235.00 (QQQ1821U235-Y),0.0,0.0,53.50,58.50,0,1,
2018 Sep 21 240.00 (QQQ1821I240),0.05,0.0,0.0,0.02,0,5,2018 Sep 21 240.00 (QQQ1821U240),60.52,0.0,60.88,61.35,0,0,
2018 Sep 21 240.00 (QQQ1821I240-3),0.0,0.0,0.0,1.76,0,5,2018 Sep 21 240.00 (QQQ1821U240-3),0.0,0.0,59.35,62.86,0,0,
2018 Sep 21 240.00 (QQQ1821I240-4),0.05,0.0,0.0,1.76,0,5,2018 Sep 21 240.00 (QQQ1821U240-4),0.0,0.0,58.65,62.84,0,0,
2018 Sep 21 240.00 (QQQ1821I240-8),0.0,0.0,0.0,0.03,0,5,2018 Sep 21 240.00 (QQQ1821U240-8),0.0,0.0,59.21,62.97,0,0,
2018 Sep 21 240.00 (QQQ1821I240-A),0.0,0.0,0.0,0.0,0,5,2018 Sep 21 240.00 (QQQ1821U240-A),0.0,0.0,59.22,62.98,0,0,
2018 Sep 21 240.00 (QQQ1821I240-B),0.0,0.0,0.0,2.13,0,5,2018 Sep 21 240.00 (QQQ1821U240-B),0.0,0.0,58.65,63.50,0,0,
2018 Sep 21 240.00 (QQQ1821I240-E),0.0,0.0,0.0,0.02,0,5,2018 Sep 21 240.00 (QQQ1821U240-E),0.0,0.0,60.88,61.41,0,0,
2018 Sep 21 240.00 (QQQ1821I240-I),0.0,0.0,0.0,0.02,0,5,2018 Sep 21 240.00 (QQQ1821U240-I),0.0,0.0,60.82,61.35,0,0,
2018 Sep 21 240.00 (QQQ1821I240-J),0.0,0.0,0.0,1.84,0,5,2018 Sep 21 240.00 (QQQ1821U240-J),0.0,0.0,59.26,62.95,0,0,
2018 Sep 21 240.00 (QQQ1821I240-K),0.0,0.0,0.0,5.00,0,5,2018 Sep 21 240.00 (QQQ1821U240-K),0.0,0.0,58.65,63.50,0,0,
2018 Sep 21 240.00 (QQQ1821I240-O),0.0,0.0,0.0,0.03,0,5,2018 Sep 21 240.00 (QQQ1821U240-O),0.0,0.0,58.65,63.50,0,0,
2018 Sep 21 240.00 (QQQ1821I240-OG),0.0,0.0,0.0,0.03,0,5,2018 Sep 21 240.00 (QQQ1821U240-OG),0.0,0.0,58.61,63.23,0,0,
2018 Sep 21 240.00 (QQQ1821I240-P),0.0,0.0,0.0,0.0,0,5,2018 Sep 21 240.00 (QQQ1821U240-P),60.52,0.0,59.22,62.98,0,0,
2018 Sep 21 240.00 (QQQ1821I240-S),0.0,0.0,0.0,0.02,0,5,2018 Sep 21 240.00 (QQQ1821U240-S),0.0,0.0,59.21,62.97,0,0,
2018 Sep 21 240.00 (QQQ1821I240-X),0.0,0.0,0.0,0.03,0,5,2018 Sep 21 240.00 (QQQ1821U240-X),0.0,0.0,59.25,62.94,0,0,
2018 Sep 21 240.00 (QQQ1821I240-Y),0.0,0.0,0.0,0.02,0,5,2018 Sep 21 240.00 (QQQ1821U240-Y),0.0,0.0,60.88,61.41,0,0,
2018 Sep 21 245.00 (QQQ1821I245),0.02,0.0,0.0,0.02,0,1,2018 Sep 21 245.00 (QQQ1821U245),68.36,0.0,65.92,66.41,0,3,
2018 Sep 21 245.00 (QQQ1821I245-3),0.0,0.0,0.0,1.76,0,1,2018 Sep 21 245.00 (QQQ1821U245-3),0.0,0.0,64.35,67.86,0,3,
2018 Sep 21 245.00 (QQQ1821I245-4),0.0,0.0,0.0,1.76,0,1,2018 Sep 21 245.00 (QQQ1821U245-4),0.0,0.0,64.33,67.84,0,3,
2018 Sep 21 245.00 (QQQ1821I245-8),0.02,0.0,0.0,0.03,0,1,2018 Sep 21 245.00 (QQQ1821U245-8),0.0,0.0,64.21,67.97,0,3,
2018 Sep 21 245.00 (QQQ1821I245-A),0.0,0.0,0.0,1.88,0,1,2018 Sep 21 245.00 (QQQ1821U245-A),0.0,0.0,0.0,0.0,0,3,
2018 Sep 21 245.00 (QQQ1821I245-B),0.0,0.0,0.0,2.13,0,1,2018 Sep 21 245.00 (QQQ1821U245-B),0.0,0.0,63.65,68.50,0,3,
2018 Sep 21 245.00 (QQQ1821I245-E),0.0,0.0,0.0,0.02,0,1,2018 Sep 21 245.00 (QQQ1821U245-E),0.0,0.0,65.88,66.41,0,3,
2018 Sep 21 245.00 (QQQ1821I245-I),0.0,0.0,0.0,0.02,0,1,2018 Sep 21 245.00 (QQQ1821U245-I),0.0,0.0,65.92,66.45,0,3,
2018 Sep 21 245.00 (QQQ1821I245-J),0.0,0.0,0.0,1.84,0,1,2018 Sep 21 245.00 (QQQ1821U245-J),0.0,0.0,63.60,68.50,0,3,
2018 Sep 21 245.00 (QQQ1821I245-K),0.0,0.0,0.0,5.00,0,1,2018 Sep 21 245.00 (QQQ1821U245-K),0.0,0.0,63.65,68.50,0,3,
2018 Sep 21 245.00 (QQQ1821I245-O),0.0,0.0,0.0,0.03,0,1,2018 Sep 21 245.00 (QQQ1821U245-O),0.0,0.0,63.65,68.50,0,3,
2018 Sep 21 245.00 (QQQ1821I245-OG),0.0,0.0,0.0,0.03,0,1,2018 Sep 21 245.00 (QQQ1821U245-OG),0.0,0.0,63.97,68.23,0,3,
2018 Sep 21 245.00 (QQQ1821I245-P),0.0,0.0,0.0,1.88,0,1,2018 Sep 21 245.00 (QQQ1821U245-P),68.36,0.0,0.0,0.0,0,3,
2018 Sep 21 245.00 (QQQ1821I245-S),0.0,0.0,0.0,0.02,0,1,2018 Sep 21 245.00 (QQQ1821U245-S),0.0,0.0,64.21,67.97,0,3,
2018 Sep 21 245.00 (QQQ1821I245-X),0.0,0.0,0.0,0.03,0,1,2018 Sep 21 245.00 (QQQ1821U245-X),0.0,0.0,64.26,67.95,0,3,
2018 Sep 21 245.00 (QQQ1821I245-Y),0.0,0.0,0.0,0.02,0,1,2018 Sep 21 245.00 (QQQ1821U245-Y),0.0,0.0,65.88,66.41,0,3,
2018 Sep 21 250.00 (QQQ1821I250),0.02,0.0,0.0,0.02,0,5,2018 Sep 21 250.00 (QQQ1821U250),73.35,0.0,70.92,71.45,0,0,
2018 Sep 21 250.00 (QQQ1821I250-3),0.02,0.0,0.0,1.76,0,5,2018 Sep 21 250.00 (QQQ1821U250-3),0.0,0.0,69.58,72.59,0,0,
2018 Sep 21 250.00 (QQQ1821I250-4),0.0,0.0,0.0,1.76,0,5,2018 Sep 21 250.00 (QQQ1821U250-4),0.0,0.0,69.33,72.84,0,0,
2018 Sep 21 250.00 (QQQ1821I250-8),0.0,0.0,0.0,0.03,0,5,2018 Sep 21 250.00 (QQQ1821U250-8),0.0,0.0,69.58,72.59,0,0,
2018 Sep 21 250.00 (QQQ1821I250-A),0.0,0.0,0.0,1.88,0,5,2018 Sep 21 250.00 (QQQ1821U250-A),0.0,0.0,0.0,0.0,0,0,
2018 Sep 21 250.00 (QQQ1821I250-B),0.0,0.0,0.0,2.13,0,5,2018 Sep 21 250.00 (QQQ1821U250-B),0.0,0.0,68.65,73.50,0,0,
2018 Sep 21 250.00 (QQQ1821I250-E),0.02,0.0,0.0,0.02,0,5,2018 Sep 21 250.00 (QQQ1821U250-E),0.0,0.0,69.22,72.98,0,0,
2018 Sep 21 250.00 (QQQ1821I250-I),0.0,0.0,0.0,0.02,0,5,2018 Sep 21 250.00 (QQQ1821U250-I),0.0,0.0,70.92,71.45,0,0,
2018 Sep 21 250.00 (QQQ1821I250-J),0.0,0.0,0.0,1.84,0,5,2018 Sep 21 250.00 (QQQ1821U250-J),0.0,0.0,68.56,73.50,0,0,
2018 Sep 21 250.00 (QQQ1821I250-K),0.0,0.0,0.0,5.00,0,5,2018 Sep 21 250.00 (QQQ1821U250-K),0.0,0.0,68.65,73.50,0,0,
2018 Sep 21 250.00 (QQQ1821I250-O),0.0,0.0,0.0,0.03,0,5,2018 Sep 21 250.00 (QQQ1821U250-O),0.0,0.0,68.65,73.50,0,0,
2018 Sep 21 250.00 (QQQ1821I250-OG),0.0,0.0,0.0,0.03,0,5,2018 Sep 21 250.00 (QQQ1821U250-OG),0.0,0.0,68.97,73.23,0,0,
2018 Sep 21 250.00 (QQQ1821I250-P),0.0,0.0,0.0,1.88,0,5,2018 Sep 21 250.00 (QQQ1821U250-P),73.35,0.0,0.0,0.0,0,0,
2018 Sep 21 250.00 (QQQ1821I250-S),0.0,0.0,0.0,0.02,0,5,2018 Sep 21 250.00 (QQQ1821U250-S),0.0,0.0,69.21,72.97,0,0,
2018 Sep 21 250.00 (QQQ1821I250-X),0.0,0.0,0.0,0.03,0,5,2018 Sep 21 250.00 (QQQ1821U250-X),0.0,0.0,69.07,73.04,0,0,
2018 Sep 21 250.00 (QQQ1821I250-Y),0.0,0.0,0.0,0.02,0,5,2018 Sep 21 250.00 (QQQ1821U250-Y),0.0,0.0,68.50,73.50,0,0,
2018 Sep 21 255.00 (QQQ1821I255),0.0,0.0,0.0,0.02,0,0,2018 Sep 21 255.00 (QQQ1821U255),80.49,0.0,75.82,76.35,0,0,
2018 Sep 21 255.00 (QQQ1821I255-3),0.0,0.0,0.0,0.21,0,0,2018 Sep 21 255.00 (QQQ1821U255-3),0.0,0.0,74.58,77.59,0,0,
2018 Sep 21 255.00 (QQQ1821I255-4),0.0,0.0,0.0,0.08,0,0,2018 Sep 21 255.00 (QQQ1821U255-4),0.0,0.0,74.35,77.86,0,0,
2018 Sep 21 255.00 (QQQ1821I255-8),0.0,0.0,0.0,0.03,0,0,2018 Sep 21 255.00 (QQQ1821U255-8),0.0,0.0,74.58,77.59,0,0,
2018 Sep 21 255.00 (QQQ1821I255-A),0.0,0.0,0.0,1.88,0,0,2018 Sep 21 255.00 (QQQ1821U255-A),0.0,0.0,74.22,77.98,0,0,
2018 Sep 21 255.00 (QQQ1821I255-B),0.0,0.0,0.0,2.13,0,0,2018 Sep 21 255.00 (QQQ1821U255-B),0.0,0.0,73.65,78.50,0,0,
2018 Sep 21 255.00 (QQQ1821I255-E),0.0,0.0,0.0,0.02,0,0,2018 Sep 21 255.00 (QQQ1821U255-E),0.0,0.0,74.22,77.98,0,0,
2018 Sep 21 255.00 (QQQ1821I255-I),0.0,0.0,0.0,0.02,0,0,2018 Sep 21 255.00 (QQQ1821U255-I),0.0,0.0,75.82,76.35,0,0,
2018 Sep 21 255.00 (QQQ1821I255-J),0.0,0.0,0.0,0.21,0,0,2018 Sep 21 255.00 (QQQ1821U255-J),0.0,0.0,73.56,78.50,0,0,
2018 Sep 21 255.00 (QQQ1821I255-K),0.0,0.0,0.0,5.00,0,0,2018 Sep 21 255.00 (QQQ1821U255-K),0.0,0.0,73.65,78.50,0,0,
2018 Sep 21 255.00 (QQQ1821I255-O),0.0,0.0,0.0,0.03,0,0,2018 Sep 21 255.00 (QQQ1821U255-O),78.34,0.0,73.65,78.50,0,0,
2018 Sep 21 255.00 (QQQ1821I255-OG),0.0,0.0,0.0,0.03,0,0,2018 Sep 21 255.00 (QQQ1821U255-OG),0.0,0.0,73.97,78.23,0,0,
2018 Sep 21 255.00 (QQQ1821I255-P),0.0,0.0,0.0,0.03,0,0,2018 Sep 21 255.00 (QQQ1821U255-P),80.49,0.0,74.22,77.98,0,0,
2018 Sep 21 255.00 (QQQ1821I255-S),0.0,0.0,0.0,0.02,0,0,2018 Sep 21 255.00 (QQQ1821U255-S),0.0,0.0,74.21,77.97,0,0,
2018 Sep 21 255.00 (QQQ1821I255-X),0.0,0.0,0.0,0.03,0,0,2018 Sep 21 255.00 (QQQ1821U255-X),0.0,0.0,73.65,78.50,0,0,
2018 Sep 21 255.00 (QQQ1821I255-Y),0.0,0.0,0.0,0.02,0,0,2018 Sep 21 255.00 (QQQ1821U255-Y),0.0,0.0,73.50,78.50,0,0,
2018 Sep 28 97.00 (QQQ1828I97),0.0,0.0,81.93,82.44,0,0,2018 Sep 28 97.00 (QQQ1828U97),0.07,0.0,0.0,0.04,0,70,
2018 Sep 28 97.00 (QQQ1828I97-3),0.0,0.0,80.49,83.89,0,0,2018 Sep 28 97.00 (QQQ1828U97-3),0.45,0.0,0.0,0.22,0,70,
2018 Sep 28 97.00 (QQQ1828I97-4),0.0,0.0,80.47,83.98,0,0,2018 Sep 28 97.00 (QQQ1828U97-4),0.35,0.0,0.0,0.09,0,70,
2018 Sep 28 97.00 (QQQ1828I97-8),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-8),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-A),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-A),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-B),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-B),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-E),0.0,0.0,80.28,84.04,0,0,2018 Sep 28 97.00 (QQQ1828U97-E),0.07,0.0,0.0,0.05,0,70,
2018 Sep 28 97.00 (QQQ1828I97-I),0.0,0.0,81.93,82.46,0,0,2018 Sep 28 97.00 (QQQ1828U97-I),0.22,0.0,0.0,0.04,0,70,
2018 Sep 28 97.00 (QQQ1828I97-J),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-J),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-K),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-K),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-O),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-O),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-OG),0.0,0.0,80.02,84.28,0,0,2018 Sep 28 97.00 (QQQ1828U97-OG),0.0,0.0,0.0,0.04,0,70,
2018 Sep 28 97.00 (QQQ1828I97-P),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-P),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-S),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-S),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-X),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 97.00 (QQQ1828U97-X),0.0,0.0,0.0,0.0,0,70,
2018 Sep 28 97.00 (QQQ1828I97-Y),0.0,0.0,81.74,82.44,0,0,2018 Sep 28 97.00 (QQQ1828U97-Y),0.07,0.0,0.0,0.04,0,70,
2018 Sep 28 98.00 (QQQ1828I98),0.0,0.0,80.93,81.45,0,0,2018 Sep 28 98.00 (QQQ1828U98),0.0,0.0,0.0,0.04,0,0,
2018 Sep 28 98.00 (QQQ1828I98-3),0.0,0.0,79.68,82.69,0,0,2018 Sep 28 98.00 (QQQ1828U98-3),0.0,0.0,0.0,1.76,0,0,
2018 Sep 28 98.00 (QQQ1828I98-4),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-4),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-8),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-8),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-A),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-A),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-B),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-B),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-E),0.0,0.0,79.29,83.05,0,0,2018 Sep 28 98.00 (QQQ1828U98-E),0.0,0.0,0.0,0.05,0,0,
2018 Sep 28 98.00 (QQQ1828I98-I),0.0,0.0,80.93,81.46,0,0,2018 Sep 28 98.00 (QQQ1828U98-I),0.0,0.0,0.0,0.05,0,0,
2018 Sep 28 98.00 (QQQ1828I98-J),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-J),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-K),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-K),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-O),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-O),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-OG),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-OG),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-P),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-P),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-S),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-S),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-X),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 98.00 (QQQ1828U98-X),0.0,0.0,0.0,0.0,0,0,
2018 Sep 28 98.00 (QQQ1828I98-Y),0.0,0.0,80.75,81.45,0,0,2018 Sep 28 98.00 (QQQ1828U98-Y),0.0,0.0,0.0,0.04,0,0,
2018 Sep 28 99.00 (QQQ1828I99),0.0,0.0,79.94,80.45,0,0,2018 Sep 28 99.00 (QQQ1828U99),0.80,0.0,0.0,0.04,0,3,
2018 Sep 28 99.00 (QQQ1828I99-3),0.0,0.0,78.51,82.02,0,0,2018 Sep 28 99.00 (QQQ1828U99-3),0.0,0.0,0.0,1.76,0,3,
2018 Sep 28 99.00 (QQQ1828I99-4),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-4),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-8),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-8),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-A),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-A),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-B),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-B),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-E),0.0,0.0,78.29,82.05,0,0,2018 Sep 28 99.00 (QQQ1828U99-E),0.92,0.0,0.0,0.05,0,3,
2018 Sep 28 99.00 (QQQ1828I99-I),0.0,0.0,79.94,80.47,0,0,2018 Sep 28 99.00 (QQQ1828U99-I),0.0,0.0,0.0,0.05,0,3,
2018 Sep 28 99.00 (QQQ1828I99-J),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-J),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-K),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-K),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-O),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-O),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-OG),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-OG),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-P),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-P),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-S),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-S),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-X),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 99.00 (QQQ1828U99-X),0.0,0.0,0.0,0.0,0,3,
2018 Sep 28 99.00 (QQQ1828I99-Y),0.0,0.0,79.75,80.45,0,0,2018 Sep 28 99.00 (QQQ1828U99-Y),0.80,0.0,0.0,0.04,0,3,
2018 Sep 28 100.00 (QQQ1828I100),76.55,0.0,78.94,79.46,0,2,2018 Sep 28 100.00 (QQQ1828U100),0.07,0.0,0.0,0.04,0,110,
2018 Sep 28 100.00 (QQQ1828I100-3),0.0,0.0,77.51,81.02,0,2,2018 Sep 28 100.00 (QQQ1828U100-3),0.06,0.0,0.0,0.22,0,110,
2018 Sep 28 100.00 (QQQ1828I100-4),69.75,0.0,77.40,80.91,0,2,2018 Sep 28 100.00 (QQQ1828U100-4),0.35,0.0,0.0,0.09,0,110,
2018 Sep 28 100.00 (QQQ1828I100-8),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-8),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-A),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-A),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-B),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-B),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-E),77.64,0.0,77.30,81.06,0,2,2018 Sep 28 100.00 (QQQ1828U100-E),0.75,0.0,0.0,0.05,0,110,
2018 Sep 28 100.00 (QQQ1828I100-I),61.71,0.0,78.94,79.47,0,2,2018 Sep 28 100.00 (QQQ1828U100-I),0.75,0.0,0.0,0.04,0,110,
2018 Sep 28 100.00 (QQQ1828I100-J),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-J),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-K),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-K),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-O),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-O),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-OG),0.0,0.0,77.04,81.29,0,2,2018 Sep 28 100.00 (QQQ1828U100-OG),0.07,0.0,0.0,0.04,0,110,
2018 Sep 28 100.00 (QQQ1828I100-P),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-P),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-S),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-S),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-X),0.0,0.0,0.0,0.0,0,2,2018 Sep 28 100.00 (QQQ1828U100-X),0.0,0.0,0.0,0.0,0,110,
2018 Sep 28 100.00 (QQQ1828I100-Y),76.55,0.0,78.76,79.46,0,2,2018 Sep 28 100.00 (QQQ1828U100-Y),0.19,0.0,0.0,0.04,0,110,
2018 Sep 28 101.00 (QQQ1828I101),0.0,0.0,77.95,78.46,0,0,2018 Sep 28 101.00 (QQQ1828U101),0.69,0.0,0.0,0.03,0,25,
2018 Sep 28 101.00 (QQQ1828I101-3),0.0,0.0,76.51,79.91,0,0,2018 Sep 28 101.00 (QQQ1828U101-3),0.0,0.0,0.0,0.22,0,25,
2018 Sep 28 101.00 (QQQ1828I101-4),0.0,0.0,76.41,79.92,0,0,2018 Sep 28 101.00 (QQQ1828U101-4),0.64,0.0,0.0,0.08,0,25,
2018 Sep 28 101.00 (QQQ1828I101-8),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 101.00 (QQQ1828U101-8),0.0,0.0,0.0,0.0,0,25,
2018 Sep 28 101.00 (QQQ1828I101-A),0.0,0.0,0.0,0.0,0,0,2018 Sep 28 101.00 (QQQ1828U101-A),0.0,0.0,0.0,0.0,0,25,
