USO (UNITED STATES OIL FUND),14.15,+0.02,
Jul 22 2018 @ 03:03 ET,Bid,14.14,Ask,14.15,Size,0x0,Vol,22809485,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
2018 Aug 03 9.50 (USO1803H9.5-P),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 9.50 (USO1803T9.5-P),0.0,0.0,0.0,0.0,0,0,
2018 Aug 03 9.50 (USO1803H9.5-S),0.0,0.0,4.55,4.80,0,0,2018 Aug 03 9.50 (USO1803T9.5-S),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 9.50 (USO1803H9.5-X),0.0,0.0,4.55,4.80,0,0,2018 Aug 03 9.50 (USO1803T9.5-X),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 9.50 (USO1803H9.5-Y),0.0,0.0,2.00,7.00,0,0,2018 Aug 03 9.50 (USO1803T9.5-Y),0.0,0.0,0.0,0.09,0,0,
2018 Aug 03 10.00 (USO1803H10),0.0,0.0,4.10,4.25,0,0,2018 Aug 03 10.00 (USO1803T10),0.0,0.0,0.0,0.02,0,0,
2018 Aug 03 10.00 (USO1803H10-3),0.0,0.0,3.90,4.40,0,0,2018 Aug 03 10.00 (USO1803T10-3),0.0,0.0,0.0,0.16,0,0,
2018 Aug 03 10.00 (USO1803H10-4),0.0,0.0,4.05,4.25,0,0,2018 Aug 03 10.00 (USO1803T10-4),0.0,0.0,0.0,0.09,0,0,
2018 Aug 03 10.00 (USO1803H10-8),0.0,0.0,3.85,4.45,0,0,2018 Aug 03 10.00 (USO1803T10-8),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.00 (USO1803H10-A),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 10.00 (USO1803T10-A),0.0,0.0,0.0,0.0,0,0,
2018 Aug 03 10.00 (USO1803H10-B),0.0,0.0,4.10,4.25,0,0,2018 Aug 03 10.00 (USO1803T10-B),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.00 (USO1803H10-E),0.0,0.0,4.10,4.25,0,0,2018 Aug 03 10.00 (USO1803T10-E),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.00 (USO1803H10-I),0.0,0.0,4.10,4.25,0,0,2018 Aug 03 10.00 (USO1803T10-I),0.0,0.0,0.0,0.02,0,0,
2018 Aug 03 10.00 (USO1803H10-J),0.0,0.0,3.90,4.40,0,0,2018 Aug 03 10.00 (USO1803T10-J),0.0,0.0,0.0,0.10,0,0,
2018 Aug 03 10.00 (USO1803H10-K),0.0,0.0,1.70,6.50,0,0,2018 Aug 03 10.00 (USO1803T10-K),0.0,0.0,0.0,0.50,0,0,
2018 Aug 03 10.00 (USO1803H10-O),0.0,0.0,4.10,4.25,0,0,2018 Aug 03 10.00 (USO1803T10-O),0.0,0.0,0.0,0.02,0,0,
2018 Aug 03 10.00 (USO1803H10-OG),0.0,0.0,4.10,4.25,0,0,2018 Aug 03 10.00 (USO1803T10-OG),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.00 (USO1803H10-P),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 10.00 (USO1803T10-P),0.0,0.0,0.0,0.0,0,0,
2018 Aug 03 10.00 (USO1803H10-S),0.0,0.0,4.05,4.25,0,0,2018 Aug 03 10.00 (USO1803T10-S),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.00 (USO1803H10-X),0.0,0.0,4.05,4.25,0,0,2018 Aug 03 10.00 (USO1803T10-X),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.00 (USO1803H10-Y),0.0,0.0,1.50,6.50,0,0,2018 Aug 03 10.00 (USO1803T10-Y),0.0,0.0,0.0,0.16,0,0,
2018 Aug 03 10.50 (USO1803H10.5),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-3),0.0,0.0,2.24,3.90,0,0,2018 Aug 03 10.50 (USO1803T10.5-3),0.0,0.0,0.0,0.23,0,0,
2018 Aug 03 10.50 (USO1803H10.5-4),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5-4),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-8),0.0,0.0,1.59,5.55,0,0,2018 Aug 03 10.50 (USO1803T10.5-8),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-A),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 10.50 (USO1803T10.5-A),0.0,0.0,0.0,0.0,0,0,
2018 Aug 03 10.50 (USO1803H10.5-B),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5-B),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-E),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5-E),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-I),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5-I),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-J),0.0,0.0,2.31,3.90,0,0,2018 Aug 03 10.50 (USO1803T10.5-J),0.0,0.0,0.0,0.17,0,0,
2018 Aug 03 10.50 (USO1803H10.5-K),0.0,0.0,1.20,6.00,0,0,2018 Aug 03 10.50 (USO1803T10.5-K),0.0,0.0,0.0,0.50,0,0,
2018 Aug 03 10.50 (USO1803H10.5-O),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5-O),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-OG),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5-OG),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-P),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 10.50 (USO1803T10.5-P),0.0,0.0,0.0,0.0,0,0,
2018 Aug 03 10.50 (USO1803H10.5-S),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5-S),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-X),0.0,0.0,2.44,3.75,0,0,2018 Aug 03 10.50 (USO1803T10.5-X),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 10.50 (USO1803H10.5-Y),0.0,0.0,1.00,6.00,0,0,2018 Aug 03 10.50 (USO1803T10.5-Y),0.0,0.0,0.0,0.23,0,0,
2018 Aug 03 11.00 (USO1803H11),0.0,0.0,2.06,3.45,0,0,2018 Aug 03 11.00 (USO1803T11),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-3),0.0,0.0,2.00,3.55,0,0,2018 Aug 03 11.00 (USO1803T11-3),0.0,0.0,0.0,0.16,0,0,
2018 Aug 03 11.00 (USO1803H11-4),0.0,0.0,2.06,3.45,0,0,2018 Aug 03 11.00 (USO1803T11-4),0.0,0.0,0.0,0.05,0,0,
2018 Aug 03 11.00 (USO1803H11-8),0.0,0.0,2.00,3.65,0,0,2018 Aug 03 11.00 (USO1803T11-8),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-A),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 11.00 (USO1803T11-A),0.0,0.0,0.0,0.0,0,0,
2018 Aug 03 11.00 (USO1803H11-B),0.0,0.0,2.06,3.45,0,0,2018 Aug 03 11.00 (USO1803T11-B),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-E),0.0,0.0,2.06,3.45,0,0,2018 Aug 03 11.00 (USO1803T11-E),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-I),0.0,0.0,2.06,3.45,0,0,2018 Aug 03 11.00 (USO1803T11-I),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-J),0.0,0.0,2.05,3.55,0,0,2018 Aug 03 11.00 (USO1803T11-J),0.0,0.0,0.0,0.10,0,0,
2018 Aug 03 11.00 (USO1803H11-K),0.0,0.0,0.76,5.50,0,0,2018 Aug 03 11.00 (USO1803T11-K),0.0,0.0,0.0,0.50,0,0,
2018 Aug 03 11.00 (USO1803H11-O),0.0,0.0,2.06,3.45,0,0,2018 Aug 03 11.00 (USO1803T11-O),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-OG),0.0,0.0,2.00,3.45,0,0,2018 Aug 03 11.00 (USO1803T11-OG),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-P),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 11.00 (USO1803T11-P),0.0,0.0,0.0,0.0,0,0,
2018 Aug 03 11.00 (USO1803H11-S),0.0,0.0,2.06,3.45,0,0,2018 Aug 03 11.00 (USO1803T11-S),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-X),0.0,0.0,2.06,3.45,0,0,2018 Aug 03 11.00 (USO1803T11-X),0.0,0.0,0.0,0.03,0,0,
2018 Aug 03 11.00 (USO1803H11-Y),0.0,0.0,0.50,5.50,0,0,2018 Aug 03 11.00 (USO1803T11-Y),0.0,0.0,0.0,0.16,0,0,
2018 Aug 03 11.50 (USO1803H11.5),0.0,0.0,2.28,2.71,0,0,2018 Aug 03 11.50 (USO1803T11.5),0.02,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-3),0.0,0.0,2.08,2.91,0,0,2018 Aug 03 11.50 (USO1803T11.5-3),0.0,0.0,0.0,0.10,0,1,
2018 Aug 03 11.50 (USO1803H11.5-4),0.0,0.0,2.28,2.81,0,0,2018 Aug 03 11.50 (USO1803T11.5-4),0.0,0.0,0.0,0.05,0,1,
2018 Aug 03 11.50 (USO1803H11.5-8),0.0,0.0,2.03,2.95,0,0,2018 Aug 03 11.50 (USO1803T11.5-8),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-A),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 11.50 (USO1803T11.5-A),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-B),0.0,0.0,2.28,2.71,0,0,2018 Aug 03 11.50 (USO1803T11.5-B),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-E),0.0,0.0,2.28,2.77,0,0,2018 Aug 03 11.50 (USO1803T11.5-E),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-I),0.0,0.0,2.28,2.71,0,0,2018 Aug 03 11.50 (USO1803T11.5-I),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-J),0.0,0.0,2.28,2.77,0,0,2018 Aug 03 11.50 (USO1803T11.5-J),0.0,0.0,0.0,0.10,0,1,
2018 Aug 03 11.50 (USO1803H11.5-K),0.0,0.0,0.26,5.00,0,0,2018 Aug 03 11.50 (USO1803T11.5-K),0.0,0.0,0.0,0.50,0,1,
2018 Aug 03 11.50 (USO1803H11.5-O),0.0,0.0,2.28,2.71,0,0,2018 Aug 03 11.50 (USO1803T11.5-O),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-OG),0.0,0.0,2.28,2.71,0,0,2018 Aug 03 11.50 (USO1803T11.5-OG),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-P),0.0,0.0,0.0,0.0,0,0,2018 Aug 03 11.50 (USO1803T11.5-P),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-S),0.0,0.0,2.28,2.81,0,0,2018 Aug 03 11.50 (USO1803T11.5-S),0.0,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-X),0.0,0.0,2.28,2.81,0,0,2018 Aug 03 11.50 (USO1803T11.5-X),0.02,0.0,0.0,0.03,0,1,
2018 Aug 03 11.50 (USO1803H11.5-Y),0.0,0.0,0.05,5.00,0,0,2018 Aug 03 11.50 (USO1803T11.5-Y),0.0,0.0,0.0,0.10,0,1,
2018 Aug 03 12.00 (USO1803H12),2.05,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12),0.01,0.0,0.0,0.01,0,42,
2018 Aug 03 12.00 (USO1803H12-3),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-3),0.0,0.0,0.0,0.14,0,42,
2018 Aug 03 12.00 (USO1803H12-4),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-4),0.0,0.0,0.0,0.02,0,42,
2018 Aug 03 12.00 (USO1803H12-8),0.0,0.0,2.03,2.28,0,65,2018 Aug 03 12.00 (USO1803T12-8),0.01,0.0,0.0,0.03,0,42,
2018 Aug 03 12.00 (USO1803H12-A),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-A),0.0,0.0,0.0,0.08,0,42,
2018 Aug 03 12.00 (USO1803H12-B),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-B),0.0,0.0,0.0,0.08,0,42,
2018 Aug 03 12.00 (USO1803H12-E),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-E),0.0,0.0,0.0,0.01,0,42,
2018 Aug 03 12.00 (USO1803H12-I),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-I),0.0,0.0,0.0,0.01,0,42,
2018 Aug 03 12.00 (USO1803H12-J),0.0,0.0,2.05,2.26,0,65,2018 Aug 03 12.00 (USO1803T12-J),0.0,0.0,0.0,0.08,0,42,
2018 Aug 03 12.00 (USO1803H12-K),0.0,0.0,0.0,2.43,0,65,2018 Aug 03 12.00 (USO1803T12-K),0.0,0.0,0.0,0.50,0,42,
2018 Aug 03 12.00 (USO1803H12-O),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-O),0.01,0.0,0.0,0.01,0,42,
2018 Aug 03 12.00 (USO1803H12-OG),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-OG),0.0,0.0,0.0,0.02,0,42,
2018 Aug 03 12.00 (USO1803H12-P),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-P),0.0,0.0,0.0,0.01,0,42,
2018 Aug 03 12.00 (USO1803H12-S),2.05,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-S),0.03,0.0,0.0,0.02,0,42,
2018 Aug 03 12.00 (USO1803H12-X),0.0,0.0,2.07,2.23,0,65,2018 Aug 03 12.00 (USO1803T12-X),0.0,0.0,0.0,0.02,0,42,
2018 Aug 03 12.00 (USO1803H12-Y),0.0,0.0,0.0,5.00,0,65,2018 Aug 03 12.00 (USO1803T12-Y),0.0,0.0,0.0,0.08,0,42,
2018 Aug 03 12.50 (USO1803H12.5),1.75,+0.25,1.61,1.69,1,2,2018 Aug 03 12.50 (USO1803T12.5),0.01,-0.01,0.0,0.01,347,219,
2018 Aug 03 12.50 (USO1803H12.5-3),0.0,0.0,1.57,1.73,0,2,2018 Aug 03 12.50 (USO1803T12.5-3),0.0,0.0,0.0,0.09,0,219,
2018 Aug 03 12.50 (USO1803H12.5-4),0.0,0.0,1.57,1.73,0,2,2018 Aug 03 12.50 (USO1803T12.5-4),0.04,0.0,0.0,0.02,0,219,
2018 Aug 03 12.50 (USO1803H12.5-8),0.0,0.0,1.51,1.80,0,2,2018 Aug 03 12.50 (USO1803T12.5-8),0.11,0.0,0.0,0.02,0,219,
2018 Aug 03 12.50 (USO1803H12.5-A),0.0,0.0,1.61,1.69,0,2,2018 Aug 03 12.50 (USO1803T12.5-A),0.0,0.0,0.0,0.09,0,219,
2018 Aug 03 12.50 (USO1803H12.5-B),0.0,0.0,1.61,1.69,0,2,2018 Aug 03 12.50 (USO1803T12.5-B),0.0,0.0,0.0,0.08,0,219,
2018 Aug 03 12.50 (USO1803H12.5-E),0.0,0.0,1.61,1.69,0,2,2018 Aug 03 12.50 (USO1803T12.5-E),0.02,0.0,0.0,0.02,0,219,
2018 Aug 03 12.50 (USO1803H12.5-I),0.0,0.0,1.61,1.69,0,2,2018 Aug 03 12.50 (USO1803T12.5-I),0.01,0.0,0.0,0.02,150,219,
2018 Aug 03 12.50 (USO1803H12.5-J),0.0,0.0,1.54,1.73,0,2,2018 Aug 03 12.50 (USO1803T12.5-J),0.0,0.0,0.0,0.09,0,219,
2018 Aug 03 12.50 (USO1803H12.5-K),0.0,0.0,0.0,5.00,0,2,2018 Aug 03 12.50 (USO1803T12.5-K),0.0,0.0,0.0,0.50,0,219,
2018 Aug 03 12.50 (USO1803H12.5-O),1.75,+0.25,1.61,1.69,1,2,2018 Aug 03 12.50 (USO1803T12.5-O),0.01,0.0,0.0,0.02,30,219,
2018 Aug 03 12.50 (USO1803H12.5-OG),0.0,0.0,1.61,1.69,0,2,2018 Aug 03 12.50 (USO1803T12.5-OG),0.0,0.0,0.0,0.02,0,219,
2018 Aug 03 12.50 (USO1803H12.5-P),0.0,0.0,1.61,1.69,0,2,2018 Aug 03 12.50 (USO1803T12.5-P),0.01,-0.15,0.0,0.02,150,219,
2018 Aug 03 12.50 (USO1803H12.5-S),0.0,0.0,1.61,1.69,0,2,2018 Aug 03 12.50 (USO1803T12.5-S),0.03,0.0,0.0,0.01,0,219,
2018 Aug 03 12.50 (USO1803H12.5-X),0.0,0.0,1.57,1.74,0,2,2018 Aug 03 12.50 (USO1803T12.5-X),0.04,0.0,0.0,0.02,0,219,
2018 Aug 03 12.50 (USO1803H12.5-Y),0.0,0.0,0.0,5.00,0,2,2018 Aug 03 12.50 (USO1803T12.5-Y),0.01,0.0,0.0,0.01,17,219,
2018 Aug 03 13.00 (USO1803H13),1.24,+0.01,1.16,1.18,10,3784,2018 Aug 03 13.00 (USO1803T13),0.02,0.0,0.02,0.03,5,414,
2018 Aug 03 13.00 (USO1803H13-3),1.03,0.0,0.97,1.38,0,3784,2018 Aug 03 13.00 (USO1803T13-3),0.09,0.0,0.0,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-4),1.13,0.0,1.14,1.20,0,3784,2018 Aug 03 13.00 (USO1803T13-4),0.08,0.0,0.01,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-8),1.13,0.0,1.14,1.26,0,3784,2018 Aug 03 13.00 (USO1803T13-8),0.05,0.0,0.01,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-A),0.0,0.0,1.10,1.25,0,3784,2018 Aug 03 13.00 (USO1803T13-A),0.02,0.0,0.0,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-B),1.87,0.0,1.15,1.19,0,3784,2018 Aug 03 13.00 (USO1803T13-B),0.04,0.0,0.0,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-E),1.02,0.0,1.15,1.20,0,3784,2018 Aug 03 13.00 (USO1803T13-E),0.03,0.0,0.01,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-I),1.23,0.0,1.16,1.18,0,3784,2018 Aug 03 13.00 (USO1803T13-I),0.13,0.0,0.02,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-J),0.0,0.0,0.97,1.38,0,3784,2018 Aug 03 13.00 (USO1803T13-J),0.0,0.0,0.0,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-K),0.0,0.0,0.0,5.00,0,3784,2018 Aug 03 13.00 (USO1803T13-K),0.0,0.0,0.0,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-O),1.24,+0.11,1.16,1.18,10,3784,2018 Aug 03 13.00 (USO1803T13-O),0.0,0.0,0.02,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-OG),1.13,0.0,1.16,1.18,0,3784,2018 Aug 03 13.00 (USO1803T13-OG),0.13,0.0,0.0,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-P),1.13,0.0,1.16,1.18,0,3784,2018 Aug 03 13.00 (USO1803T13-P),0.02,-0.04,0.02,0.03,5,414,
2018 Aug 03 13.00 (USO1803H13-S),0.97,0.0,1.15,1.23,0,3784,2018 Aug 03 13.00 (USO1803T13-S),0.07,0.0,0.01,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-X),1.12,0.0,1.14,1.20,0,3784,2018 Aug 03 13.00 (USO1803T13-X),0.07,0.0,0.01,0.03,0,414,
2018 Aug 03 13.00 (USO1803H13-Y),0.0,0.0,0.0,2.47,0,3784,2018 Aug 03 13.00 (USO1803T13-Y),0.04,0.0,0.01,0.03,0,414,
2018 Aug 03 13.50 (USO1803H13.5),0.70,-0.06,0.70,0.72,30,409,2018 Aug 03 13.50 (USO1803T13.5),0.06,-0.04,0.07,0.08,2949,993,
2018 Aug 03 13.50 (USO1803H13.5-3),0.0,0.0,0.64,0.92,0,409,2018 Aug 03 13.50 (USO1803T13.5-3),0.16,0.0,0.03,0.08,0,993,
2018 Aug 03 13.50 (USO1803H13.5-4),0.76,0.0,0.68,0.76,0,409,2018 Aug 03 13.50 (USO1803T13.5-4),0.09,-0.02,0.04,0.08,5,993,
2018 Aug 03 13.50 (USO1803H13.5-8),0.62,0.0,0.70,0.74,0,409,2018 Aug 03 13.50 (USO1803T13.5-8),0.14,0.0,0.05,0.08,0,993,
2018 Aug 03 13.50 (USO1803H13.5-A),0.70,0.0,0.0,2.50,0,409,2018 Aug 03 13.50 (USO1803T13.5-A),0.10,0.0,0.0,0.08,0,993,
2018 Aug 03 13.50 (USO1803H13.5-B),0.57,0.0,0.65,0.79,0,409,2018 Aug 03 13.50 (USO1803T13.5-B),0.07,-0.03,0.01,0.08,10,993,
2018 Aug 03 13.50 (USO1803H13.5-E),0.72,0.0,0.68,0.75,0,409,2018 Aug 03 13.50 (USO1803T13.5-E),0.06,0.0,0.05,0.08,1,993,
2018 Aug 03 13.50 (USO1803H13.5-I),0.50,0.0,0.70,0.72,0,409,2018 Aug 03 13.50 (USO1803T13.5-I),0.07,-0.12,0.07,0.08,1983,993,
2018 Aug 03 13.50 (USO1803H13.5-J),0.0,0.0,0.64,0.92,0,409,2018 Aug 03 13.50 (USO1803T13.5-J),0.0,0.0,0.03,0.08,0,993,
2018 Aug 03 13.50 (USO1803H13.5-K),0.0,0.0,0.0,5.00,0,409,2018 Aug 03 13.50 (USO1803T13.5-K),0.0,0.0,0.0,0.08,0,993,
2018 Aug 03 13.50 (USO1803H13.5-O),0.72,0.0,0.70,0.72,0,409,2018 Aug 03 13.50 (USO1803T13.5-O),0.07,-0.10,0.07,0.08,167,993,
2018 Aug 03 13.50 (USO1803H13.5-OG),0.77,+0.13,0.70,0.72,20,409,2018 Aug 03 13.50 (USO1803T13.5-OG),0.07,-0.02,0.07,0.08,148,993,
2018 Aug 03 13.50 (USO1803H13.5-P),0.70,+0.06,0.70,0.72,10,409,2018 Aug 03 13.50 (USO1803T13.5-P),0.07,+0.01,0.07,0.08,120,993,
2018 Aug 03 13.50 (USO1803H13.5-S),0.66,0.0,0.70,0.78,0,409,2018 Aug 03 13.50 (USO1803T13.5-S),0.07,-0.08,0.06,0.08,237,993,
2018 Aug 03 13.50 (USO1803H13.5-X),0.75,0.0,0.68,0.76,0,409,2018 Aug 03 13.50 (USO1803T13.5-X),0.10,0.0,0.05,0.08,0,993,
2018 Aug 03 13.50 (USO1803H13.5-Y),0.66,0.0,0.70,1.97,0,409,2018 Aug 03 13.50 (USO1803T13.5-Y),0.07,-0.05,0.0,0.08,278,993,
2018 Aug 03 14.00 (USO1803H14),0.34,-0.02,0.34,0.36,2549,3750,2018 Aug 03 14.00 (USO1803T14),0.19,-0.05,0.19,0.21,4199,6374,
2018 Aug 03 14.00 (USO1803H14-3),0.35,-0.02,0.29,0.36,203,3750,2018 Aug 03 14.00 (USO1803T14-3),0.20,0.0,0.13,0.21,0,6374,
2018 Aug 03 14.00 (USO1803H14-4),0.37,0.0,0.33,0.36,176,3750,2018 Aug 03 14.00 (USO1803T14-4),0.19,-0.17,0.18,0.21,4,6374,
2018 Aug 03 14.00 (USO1803H14-8),0.37,-0.04,0.33,0.36,31,3750,2018 Aug 03 14.00 (USO1803T14-8),0.19,-0.13,0.17,0.21,13,6374,
2018 Aug 03 14.00 (USO1803H14-A),0.34,-0.01,0.34,0.36,109,3750,2018 Aug 03 14.00 (USO1803T14-A),0.20,0.0,0.13,0.21,0,6374,
2018 Aug 03 14.00 (USO1803H14-B),0.36,-0.01,0.29,0.36,70,3750,2018 Aug 03 14.00 (USO1803T14-B),0.28,0.0,0.13,0.21,0,6374,
2018 Aug 03 14.00 (USO1803H14-E),0.35,0.0,0.33,0.36,191,3750,2018 Aug 03 14.00 (USO1803T14-E),0.19,-0.04,0.18,0.21,25,6374,
2018 Aug 03 14.00 (USO1803H14-I),0.37,0.0,0.34,0.36,222,3750,2018 Aug 03 14.00 (USO1803T14-I),0.19,-0.03,0.19,0.21,2701,6374,
2018 Aug 03 14.00 (USO1803H14-J),0.39,0.0,0.30,0.36,0,3750,2018 Aug 03 14.00 (USO1803T14-J),0.0,0.0,0.12,0.21,0,6374,
2018 Aug 03 14.00 (USO1803H14-K),0.40,0.0,0.15,0.36,0,3750,2018 Aug 03 14.00 (USO1803T14-K),0.0,0.0,0.0,0.21,0,6374,
2018 Aug 03 14.00 (USO1803H14-O),0.35,-0.02,0.34,0.36,475,3750,2018 Aug 03 14.00 (USO1803T14-O),0.21,+0.01,0.19,0.21,233,6374,
2018 Aug 03 14.00 (USO1803H14-OG),0.35,0.0,0.34,0.36,246,3750,2018 Aug 03 14.00 (USO1803T14-OG),0.19,-0.01,0.13,0.21,213,6374,
2018 Aug 03 14.00 (USO1803H14-P),0.34,-0.02,0.34,0.36,170,3750,2018 Aug 03 14.00 (USO1803T14-P),0.20,-0.05,0.19,0.21,49,6374,
2018 Aug 03 14.00 (USO1803H14-S),0.34,-0.02,0.33,0.36,95,3750,2018 Aug 03 14.00 (USO1803T14-S),0.20,-0.05,0.19,0.21,245,6374,
2018 Aug 03 14.00 (USO1803H14-X),0.35,-0.02,0.33,0.36,551,3750,2018 Aug 03 14.00 (USO1803T14-X),0.22,-0.02,0.18,0.21,575,6374,
2018 Aug 03 14.00 (USO1803H14-Y),0.40,-0.57,0.28,0.36,10,3750,2018 Aug 03 14.00 (USO1803T14-Y),0.20,-0.08,0.19,0.21,141,6374,
2018 Aug 03 14.50 (USO1803H14.5),0.13,-0.01,0.12,0.13,3858,4017,2018 Aug 03 14.50 (USO1803T14.5),0.46,-0.05,0.47,0.49,108,6918,
2018 Aug 03 14.50 (USO1803H14.5-3),0.11,0.0,0.07,0.18,0,4017,2018 Aug 03 14.50 (USO1803T14.5-3),0.67,0.0,0.41,0.49,0,6918,
2018 Aug 03 14.50 (USO1803H14.5-4),0.13,-0.01,0.11,0.14,305,4017,2018 Aug 03 14.50 (USO1803T14.5-4),0.51,0.0,0.46,0.49,0,6918,
2018 Aug 03 14.50 (USO1803H14.5-8),0.16,+0.02,0.10,0.14,70,4017,2018 Aug 03 14.50 (USO1803T14.5-8),0.48,-0.08,0.46,0.49,2,6918,
2018 Aug 03 14.50 (USO1803H14.5-A),0.15,+0.03,0.12,0.18,121,4017,2018 Aug 03 14.50 (USO1803T14.5-A),0.46,-0.10,0.47,0.49,4,6918,
2018 Aug 03 14.50 (USO1803H14.5-B),0.13,-0.06,0.07,0.13,275,4017,2018 Aug 03 14.50 (USO1803T14.5-B),0.56,0.0,0.40,0.49,0,6918,
